STATION,NAME,DATE,,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WT01,WT03,WT04,WT05,WT06,WT09,WT10,WT11,WT14
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/23/1921,,,,,0,,,42,0,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/24/1921,,,,,0,,,49,26,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/25/1921,,,,,0.02,,,44,30,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/26/1921,,,,,0,,,57,29,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/27/1921,,,,,0.1,,,55,25,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/28/1921,,,,,0.25,,,30,-4,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/29/1921,,,,,0,,,25,-23,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/30/1921,,,,,0,,,44,19,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/31/1921,,,,,0,,,42,25,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/01/1921,,,,,0,,,40,11,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/02/1921,,,,,0,,,60,27,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/03/1921,,,,,0,,,59,27,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/04/1921,,,,,0,,,80,34,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/05/1921,,,,,0,,,75,30,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/06/1921,,,,,0,,,67,49,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/07/1921,,,,,1.1,,,66,52,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/08/1921,,,,,0.25,,,57,26,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/09/1921,,,,,0,,,39,28,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/10/1921,,,,,0.1,,,39,22,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/11/1921,,,,,0,,,54,16,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/12/1921,,,,,0,,,66,25,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/13/1921,,,,,0,,,57,25,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/14/1921,,,,,0,,,55,21,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/15/1921,,,,,0,,,58,24,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/16/1921,,,,,0,,,44,19,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/17/1921,,,,,0,,,46,12,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/18/1921,,,,,0,,,65,19,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/19/1921,,,,,0,,,68,24,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/20/1921,,,,,0,,,75,32,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/21/1921,,,,,0.15,,,64,26,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/22/1921,,,,,0,,,59,36,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/23/1921,,,,,0.45,,,52,36,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/24/1921,,,,,0,,,65,32,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/25/1921,,,,,0.65,,,66,45,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/26/1921,,,,,0.15,,,66,45,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/27/1921,,,,,0.02,,,59,36,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/28/1921,,,,,0,,,51,31,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/29/1921,,,,,0,,,45,29,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/30/1921,,,,,0,,,54,20,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/01/1921,,,,,0.15,,,55,31,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/02/1921,,,,,0,,,54,16,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/03/1921,,,,,0,,,58,16,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/04/1921,,,,,0,,,66,23,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/05/1921,,,,,0,,,73,27,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/06/1921,,,,,0,,,77,30,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/07/1921,,,,,0,,,75,46,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/08/1921,,,,,0,,,76,30,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/09/1921,,,,,0,,,67,37,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/10/1921,,,,,0,,,77,36,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/11/1921,,,,,0.02,,,72,51,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/12/1921,,,,,1.02,,,69,46,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/13/1921,,,,,0,,,49,32,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/14/1921,,,,,0.02,,,37,27,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/15/1921,,,,,0,,,54,27,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/16/1921,,,,,0,,,60,25,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/17/1921,,,,,0,,,73,27,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/18/1921,,,,,0,,,74,27,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/19/1921,,,,,0.5,,,82,49,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/20/1921,,,,,0,,,84,55,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/21/1921,,,,,0,,,89,52,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/22/1921,,,,,0.5,,,87,60,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/23/1921,,,,,0,,,84,49,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/24/1921,,,,,0,,,83,47,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/25/1921,,,,,0,,,76,39,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/26/1921,,,,,0,,,72,40,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/27/1921,,,,,0,,,82,57,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/28/1921,,,,,0,,,74,52,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/29/1921,,,,,1,,,72,46,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/30/1921,,,,,1,,,57,47,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/31/1921,,,,,0,,,56,45,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/01/1921,,,,,0.3,,,67,31,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/02/1921,,,,,0,,,62,52,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/03/1921,,,,,0,,,59,34,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/04/1921,,,,,0,,,71,30,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/05/1921,,,,,0,,,70,35,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/06/1921,,,,,1.2,,,60,48,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/07/1921,,,,,0,,,60,52,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/08/1921,,,,,0,,,72,52,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/09/1921,,,,,0,,,84,54,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/10/1921,,,,,0,,,84,62,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/11/1921,,,,,0,,,84,50,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/12/1921,,,,,0.63,,,79,44,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/13/1921,,,,,0,,,76,56,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/14/1921,,,,,0.35,,,75,54,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/15/1921,,,,,0,,,76,55,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/16/1921,,,,,1.82,,,89,69,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/17/1921,,,,,0.13,,,86,66,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/18/1921,,,,,0,,,87,56,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/19/1921,,,,,0,,,90,56,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/20/1921,,,,,0,,,79,57,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/21/1921,,,,,0,,,81,59,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/22/1921,,,,,0.05,,,89,50,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/23/1921,,,,,0,,,90,72,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/24/1921,,,,,0,,,95,62,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/25/1921,,,,,0.75,,,87,64,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/26/1921,,,,,0,,,92,55,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/27/1921,,,,,0,,,91,55,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/28/1921,,,,,0,,,95,70,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/29/1921,,,,,0,,,95,72,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/30/1921,,,,,0,,,94,69,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/01/1921,,,,,0,,,93,60,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/02/1921,,,,,0.07,,,90,66,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/03/1921,,,,,1.05,,,85,59,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/04/1921,,,,,0,,,87,60,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/05/1921,,,,,0,,,82,52,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/06/1921,,,,,0,,,80,59,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/07/1921,,,,,0,,,84,64,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/08/1921,,,,,0,,,91,56,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/09/1921,,,,,0,,,96,52,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/10/1921,,,,,0,,,87,65,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/11/1921,,,,,0,,,93,53,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/12/1921,,,,,0.15,,,92,60,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/13/1921,,,,,0.27,,,90,58,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/14/1921,,,,,0,,,82,71,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/15/1921,,,,,0,,,86,48,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/16/1921,,,,,0.18,,,86,53,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/17/1921,,,,,0,,,83,65,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/18/1921,,,,,0,,,80,54,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/19/1921,,,,,0,,,82,50,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/20/1921,,,,,0,,,86,46,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/21/1921,,,,,0,,,87,52,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/22/1921,,,,,0,,,86,62,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/23/1921,,,,,0,,,93,51,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/24/1921,,,,,0,,,86,54,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/25/1921,,,,,0,,,86,45,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/26/1921,,,,,0.5,,,90,58,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/27/1921,,,,,0.02,,,74,61,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/28/1921,,,,,0.25,,,80,50,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/29/1921,,,,,0,,,88,54,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/30/1921,,,,,0.02,,,75,55,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/31/1921,,,,,0,,,80,44,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/01/1921,,,,,0.25,,,79,50,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/02/1921,,,,,0,,,70,56,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/03/1921,,,,,0,,,77,45,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/04/1921,,,,,0,,,87,49,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/05/1921,,,,,0.1,,,78,46,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/06/1921,,,,,0,,,72,46,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/07/1921,,,,,0,,,87,42,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/08/1921,,,,,0,,,92,51,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/09/1921,,,,,0,,,83,47,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/10/1921,,,,,0,,,81,47,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/11/1921,,,,,1.3,,,80,54,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/12/1921,,,,,0,,,75,40,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/13/1921,,,,,0,,,77,41,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/14/1921,,,,,0,,,66,52,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/15/1921,,,,,0,,,75,60,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/16/1921,,,,,0,,,82,40,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/17/1921,,,,,0.15,,,70,55,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/18/1921,,,,,0,,,73,34,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/19/1921,,,,,0,,,76,39,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/20/1921,,,,,0,,,77,60,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/21/1921,,,,,0,,,83,55,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/22/1921,,,,,0,,,85,40,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/23/1921,,,,,0,,,87,48,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/24/1921,,,,,0,,,82,62,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/25/1921,,,,,1.11,,,89,50,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/26/1921,,,,,0,,,89,52,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/27/1921,,,,,0,,,92,49,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/28/1921,,,,,0,,,85,51,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/29/1921,,,,,0,,,87,58,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/30/1921,,,,,0,,,92,66,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/31/1921,,,,,0.25,,,84,57,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/01/1921,,,,,0,,,,,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/02/1921,,,,,0.04,,,,,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/03/1921,,,,,0,,,84,43,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/04/1921,,,,,0.06,,,,,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/05/1921,,,,,0,,,75,44,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/06/1921,,,,,0,,,75,39,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/07/1921,,,,,0,,,77,38,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/08/1921,,,,,0.25,,,72,54,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/09/1921,,,,,0,,,73,56,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/10/1921,,,,,0.24,,,72,54,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/11/1921,,,,,0.47,,,70,50,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/12/1921,,,,,0.19,,,59,50,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/13/1921,,,,,0,,,63,44,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/14/1921,,,,,0.38,,,60,36,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/15/1921,,,,,0.02,,,60,43,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/16/1921,,,,,0,,,72,33,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/17/1921,,,,,0.5,,,60,51,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/18/1921,,,,,0.6,,,62,52,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/19/1921,,,,,0.24,,,66,49,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/20/1921,,,,,0,,,66,49,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/21/1921,,,,,0,,,72,39,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/22/1921,,,,,0,,,62,43,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/23/1921,,,,,0,,,67,31,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/24/1921,,,,,0,,,72,46,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/25/1921,,,,,0,,,67,52,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/26/1921,,,,,0,,,78,39,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/27/1921,,,,,0.07,,,67,41,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/28/1921,,,,,0,,,52,34,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/29/1921,,,,,0,,,59,27,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/30/1921,,,,,0,,,58,31,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/01/1921,,,,,0,,,60,29,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/02/1921,,,,,0,,,59,27,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/03/1921,,,,,0,,,54,30,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/04/1921,,,,,0,,,67,25,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/05/1921,,,,,0,,,61,32,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/06/1921,,,,,0,,,55,26,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/07/1921,,,,,0,,,39,22,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/08/1921,,,,,0,,,65,21,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/09/1921,,,,,0,,,55,27,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/10/1921,,,,,0.04,,,44,24,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/11/1921,,,,,0,,,45,27,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/12/1921,,,,,0,,,64,31,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/13/1921,,,,,0,,,71,32,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/14/1921,,,,,0,,,75,43,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/15/1921,,,,,0,,,80,32,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/16/1921,,,,,0,,,70,43,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/17/1921,,,,,0,,,70,32,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/18/1921,,,,,0.15,,,60,30,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/19/1921,,,,,0,,,52,31,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/20/1921,,,,,0,,,69,33,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/21/1921,,,,,0,,,58,39,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/22/1921,,,,,0,,,53,27,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/23/1921,,,,,0,,,57,25,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/24/1921,,,,,0,,,56,43,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/25/1921,,,,,0,,,54,46,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/26/1921,,,,,0.12,,,46,42,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/27/1921,,,,,0,,,47,42,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/28/1921,,,,,0,,,52,34,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/29/1921,,,,,0,,,67,24,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/30/1921,,,,,0,,,60,28,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/31/1921,,,,,0,,,59,29,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/01/1921,,,,,0,,,54,15,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/02/1921,,,,,0,,,46,29,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/03/1921,,,,,0,,,51,24,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/04/1921,,,,,0,,,51,29,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/05/1921,,,,,0,,,36,19,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/06/1921,,,,,0,,,34,29,,,,,,,,,,,
